Transaction ID,Date,Customer ID,Age,Quantity,Price per Unit,Total Amount,High Spender,Month,Day of Week,Avg Price per Item,Gender_Male,Product Category_Clothing,Product Category_Electronics,Age Group_25-40,Age Group_40-60,Age Group_60+
1,2023-11-24,CUST001,34,3,50,150,0,11,4,50.0,True,False,False,True,False,False
2,2023-02-27,CUST002,26,2,500,1000,1,2,0,500.0,False,True,False,True,False,False
3,2023-01-13,CUST003,50,1,30,30,0,1,4,30.0,True,False,True,False,True,False
4,2023-05-21,CUST004,37,1,500,500,0,5,6,500.0,True,True,False,True,False,False
5,2023-05-06,CUST005,30,2,50,100,0,5,5,50.0,True,False,False,True,False,False
6,2023-04-25,CUST006,45,1,30,30,0,4,1,30.0,False,False,False,False,True,False
7,2023-03-13,CUST007,46,2,25,50,0,3,0,25.0,True,True,False,False,True,False
8,2023-02-22,CUST008,30,4,25,100,0,2,2,25.0,True,False,True,True,False,False
9,2023-12-13,CUST009,63,2,300,600,0,12,2,300.0,True,False,True,False,False,True
10,2023-10-07,CUST010,52,4,50,200,0,10,5,50.0,False,True,False,False,True,False
11,2023-02-14,CUST011,23,2,50,100,0,2,1,50.0,True,True,False,False,False,False
12,2023-10-30,CUST012,35,3,25,75,0,10,0,25.0,True,False,False,True,False,False
13,2023-08-05,CUST013,22,3,500,1500,1,8,5,500.0,True,False,True,False,False,False
14,2023-01-17,CUST014,64,4,30,120,0,1,1,30.0,True,True,False,False,False,True
15,2023-01-16,CUST015,42,4,500,2000,1,1,0,500.0,False,False,True,False,True,False
16,2023-02-17,CUST016,19,3,500,1500,1,2,4,500.0,True,True,False,False,False,False
17,2023-04-22,CUST017,27,4,25,100,0,4,5,25.0,False,True,False,True,False,False
18,2023-04-30,CUST018,47,2,25,50,0,4,6,25.0,False,False,True,False,True,False
19,2023-09-16,CUST019,62,2,25,50,0,9,5,25.0,False,True,False,False,False,True
20,2023-11-05,CUST020,22,3,300,900,1,11,6,300.0,True,True,False,False,False,False
21,2023-01-14,CUST021,50,1,500,500,0,1,5,500.0,False,False,False,False,True,False
22,2023-10-15,CUST022,18,2,50,100,0,10,6,50.0,True,True,False,False,False,False
23,2023-04-12,CUST023,35,4,30,120,0,4,2,30.0,False,True,False,True,False,False
24,2023-11-29,CUST024,49,1,300,300,0,11,2,300.0,False,True,False,False,True,False
25,2023-12-26,CUST025,64,1,50,50,0,12,1,50.0,False,False,False,False,False,True
26,2023-10-07,CUST026,28,2,500,1000,1,10,5,500.0,False,False,True,True,False,False
27,2023-08-03,CUST027,38,2,25,50,0,8,3,25.0,False,False,False,True,False,False
28,2023-04-23,CUST028,43,1,500,500,0,4,6,500.0,False,False,False,False,True,False
29,2023-08-18,CUST029,42,1,30,30,0,8,4,30.0,False,False,True,False,True,False
30,2023-10-29,CUST030,39,3,300,900,1,10,6,300.0,False,False,False,True,False,False
31,2023-05-23,CUST031,44,4,300,1200,1,5,1,300.0,True,False,True,False,True,False
32,2023-01-04,CUST032,30,3,30,90,0,1,2,30.0,True,False,False,True,False,False
33,2023-03-23,CUST033,50,2,50,100,0,3,3,50.0,False,False,True,False,True,False
34,2023-12-24,CUST034,51,3,50,150,0,12,6,50.0,False,True,False,False,True,False
35,2023-08-05,CUST035,58,3,300,900,1,8,5,300.0,False,False,False,False,True,False
36,2023-06-24,CUST036,52,3,300,900,1,6,5,300.0,True,False,False,False,True,False
37,2023-05-23,CUST037,18,3,25,75,0,5,1,25.0,False,False,False,False,False,False
38,2023-03-21,CUST038,38,4,50,200,0,3,1,50.0,True,False,False,True,False,False
39,2023-04-21,CUST039,23,4,30,120,0,4,4,30.0,True,True,False,False,False,False
40,2023-06-22,CUST040,45,1,50,50,0,6,3,50.0,True,False,False,False,True,False
41,2023-02-22,CUST041,34,2,25,50,0,2,2,25.0,True,True,False,True,False,False
42,2023-02-17,CUST042,22,3,300,900,1,2,4,300.0,True,True,False,False,False,False
43,2023-07-14,CUST043,48,1,300,300,0,7,4,300.0,False,True,False,False,True,False
44,2023-02-19,CUST044,22,1,25,25,0,2,6,25.0,False,True,False,False,False,False
45,2023-07-03,CUST045,55,1,30,30,0,7,0,30.0,False,False,True,False,True,False
46,2023-06-26,CUST046,20,4,300,1200,1,6,0,300.0,False,False,True,False,False,False
47,2023-11-06,CUST047,40,3,500,1500,1,11,0,500.0,False,False,False,False,True,False
48,2023-05-16,CUST048,54,3,300,900,1,5,1,300.0,True,False,True,False,True,False
49,2023-01-23,CUST049,54,2,500,1000,1,1,0,500.0,False,False,True,False,True,False
50,2023-08-24,CUST050,27,3,25,75,0,8,3,25.0,False,False,False,True,False,False
51,2023-10-02,CUST051,27,3,25,75,0,10,0,25.0,True,False,False,True,False,False
52,2023-03-05,CUST052,36,1,300,300,0,3,6,300.0,False,False,False,True,False,False
53,2023-07-13,CUST053,34,2,50,100,0,7,3,50.0,True,False,True,True,False,False
54,2023-02-10,CUST054,38,3,500,1500,1,2,4,500.0,False,False,True,True,False,False
55,2023-10-10,CUST055,31,4,30,120,0,10,1,30.0,True,False,False,True,False,False
56,2023-05-31,CUST056,26,3,300,900,1,5,2,300.0,False,True,False,True,False,False
57,2023-11-18,CUST057,63,1,30,30,0,11,5,30.0,False,False,False,False,False,True
58,2023-11-13,CUST058,18,4,300,1200,1,11,0,300.0,True,True,False,False,False,False
59,2023-07-05,CUST059,62,1,50,50,0,7,2,50.0,True,True,False,False,False,True
60,2023-10-23,CUST060,30,3,50,150,0,10,0,50.0,True,False,False,True,False,False
61,2023-04-09,CUST061,21,4,50,200,0,4,6,50.0,True,False,False,False,False,False
62,2023-12-27,CUST062,18,2,50,100,0,12,2,50.0,True,False,False,False,False,False
63,2023-02-05,CUST063,57,2,25,50,0,2,6,25.0,True,False,True,False,True,False
64,2023-01-24,CUST064,49,4,25,100,0,1,1,25.0,True,True,False,False,True,False
65,2023-12-05,CUST065,51,4,500,2000,1,12,1,500.0,True,False,True,False,True,False
66,2023-04-27,CUST066,45,1,30,30,0,4,3,30.0,False,False,True,False,True,False
67,2023-05-29,CUST067,48,4,300,1200,1,5,0,300.0,False,False,False,False,True,False
68,2023-02-10,CUST068,25,1,300,300,0,2,4,300.0,True,False,True,True,False,False
69,2023-04-30,CUST069,56,3,25,75,0,4,6,25.0,False,False,False,False,True,False
70,2023-02-21,CUST070,43,1,300,300,0,2,1,300.0,False,True,False,False,True,False
71,2023-07-14,CUST071,51,4,25,100,0,7,4,25.0,False,False,False,False,True,False
72,2023-05-23,CUST072,20,4,500,2000,1,5,1,500.0,False,False,True,False,False,False
73,2023-08-21,CUST073,29,3,30,90,0,8,0,30.0,True,False,True,True,False,False
74,2023-11-22,CUST074,18,4,500,2000,1,11,2,500.0,False,False,False,False,False,False
75,2023-07-06,CUST075,61,4,50,200,0,7,3,50.0,True,False,False,False,False,True
76,2023-03-25,CUST076,22,2,50,100,0,3,5,50.0,False,False,True,False,False,False
77,2023-07-09,CUST077,47,2,50,100,0,7,6,50.0,False,True,False,False,True,False
78,2023-07-01,CUST078,47,3,500,1500,1,7,5,500.0,False,True,False,False,True,False
79,2023-04-18,CUST079,34,1,300,300,0,4,1,300.0,True,False,False,True,False,False
80,2023-12-10,CUST080,64,2,30,60,0,12,6,30.0,False,True,False,False,False,True
81,2023-05-17,CUST081,40,1,50,50,0,5,2,50.0,True,False,True,False,True,False
82,2023-12-26,CUST082,32,4,50,200,0,12,1,50.0,False,False,False,True,False,False
83,2023-12-16,CUST083,54,2,50,100,0,12,5,50.0,True,False,True,False,True,False
84,2023-11-28,CUST084,38,3,30,90,0,11,1,30.0,False,False,True,True,False,False
85,2023-02-06,CUST085,31,3,50,150,0,2,0,50.0,True,True,False,True,False,False
86,2023-11-08,CUST086,19,3,30,90,0,11,2,30.0,True,False,False,False,False,False
87,2023-11-22,CUST087,28,2,50,100,0,11,2,50.0,False,False,False,True,False,False
88,2023-03-29,CUST088,56,1,500,500,0,3,2,500.0,True,True,False,False,True,False
89,2023-10-01,CUST089,55,4,500,2000,1,10,6,500.0,False,False,True,False,True,False
90,2023-05-06,CUST090,51,1,30,30,0,5,5,30.0,False,False,True,False,True,False
91,2023-03-25,CUST091,55,1,500,500,0,3,5,500.0,False,False,True,False,True,False
92,2023-08-25,CUST092,51,4,30,120,0,8,4,30.0,False,False,True,False,True,False
93,2023-07-14,CUST093,35,4,500,2000,1,7,4,500.0,False,False,False,True,False,False
94,2023-05-19,CUST094,47,2,500,1000,1,5,4,500.0,False,False,False,False,True,False
95,2023-11-24,CUST095,32,2,30,60,0,11,4,30.0,False,True,False,True,False,False
96,2023-12-19,CUST096,44,2,300,600,0,12,1,300.0,False,True,False,False,True,False
97,2023-10-13,CUST097,51,2,500,1000,1,10,4,500.0,False,False,False,False,True,False
98,2023-04-23,CUST098,55,2,50,100,0,4,6,50.0,False,False,False,False,True,False
99,2023-12-17,CUST099,50,4,300,1200,1,12,6,300.0,False,False,True,False,True,False
100,2023-06-16,CUST100,41,1,30,30,0,6,4,30.0,True,False,True,False,True,False
101,2023-01-29,CUST101,32,2,300,600,0,1,6,300.0,True,True,False,True,False,False
102,2023-04-28,CUST102,47,2,25,50,0,4,4,25.0,False,False,False,False,True,False
103,2023-01-17,CUST103,59,1,25,25,0,1,1,25.0,False,True,False,False,True,False
104,2023-06-11,CUST104,34,2,500,1000,1,6,6,500.0,False,False,False,True,False,False
105,2023-07-25,CUST105,22,1,500,500,0,7,1,500.0,False,False,True,False,False,False
106,2023-05-18,CUST106,46,1,50,50,0,5,3,50.0,False,True,False,False,True,False
107,2023-02-03,CUST107,21,4,300,1200,1,2,4,300.0,False,True,False,False,False,False
108,2023-04-19,CUST108,27,3,25,75,0,4,2,25.0,False,False,False,True,False,False
109,2023-10-18,CUST109,34,4,500,2000,1,10,2,500.0,False,False,True,True,False,False
110,2023-06-11,CUST110,27,3,300,900,1,6,6,300.0,True,True,False,True,False,False
111,2023-04-19,CUST111,34,3,500,1500,1,4,2,500.0,False,False,True,True,False,False
112,2023-12-02,CUST112,37,3,500,1500,1,12,5,500.0,True,True,False,True,False,False
113,2023-09-13,CUST113,41,2,25,50,0,9,2,25.0,False,False,True,False,True,False
114,2023-07-22,CUST114,22,4,25,100,0,7,5,25.0,False,False,False,False,False,False
115,2023-11-26,CUST115,51,3,500,1500,1,11,6,500.0,True,True,False,False,True,False
116,2023-08-23,CUST116,23,1,30,30,0,8,2,30.0,False,True,False,False,False,False
117,2023-03-15,CUST117,19,2,500,1000,1,3,2,500.0,True,False,True,False,False,False
118,2023-05-16,CUST118,30,4,500,2000,1,5,1,500.0,False,False,True,True,False,False
119,2023-03-13,CUST119,60,3,50,150,0,3,0,50.0,False,True,False,False,False,True
120,2023-05-07,CUST120,60,1,50,50,0,5,6,50.0,True,False,False,False,False,True
121,2023-10-15,CUST121,28,4,50,200,0,10,6,50.0,False,False,True,True,False,False
122,2023-10-03,CUST122,64,4,30,120,0,10,1,30.0,True,False,True,False,False,True
123,2023-05-15,CUST123,40,2,30,60,0,5,0,30.0,False,False,True,False,True,False
124,2023-10-27,CUST124,33,4,500,2000,1,10,4,500.0,True,True,False,True,False,False
125,2023-08-08,CUST125,48,2,50,100,0,8,1,50.0,True,True,False,False,True,False
126,2023-10-26,CUST126,28,3,30,90,0,10,3,30.0,False,True,False,True,False,False
127,2023-07-24,CUST127,33,2,25,50,0,7,0,25.0,False,True,False,True,False,False
128,2023-07-05,CUST128,25,1,500,500,0,7,2,500.0,True,False,False,True,False,False
129,2023-04-23,CUST129,21,2,300,600,0,4,6,300.0,False,False,False,False,False,False
130,2023-03-12,CUST130,57,1,500,500,0,3,6,500.0,False,True,False,False,True,False
131,2023-09-18,CUST131,21,2,300,600,0,9,0,300.0,False,False,False,False,False,False
132,2023-09-10,CUST132,42,4,50,200,0,9,6,50.0,True,False,True,False,True,False
133,2023-02-16,CUST133,20,3,300,900,1,2,3,300.0,True,False,True,False,False,False
134,2023-01-25,CUST134,49,1,50,50,0,1,2,50.0,True,False,True,False,True,False
135,2023-02-26,CUST135,20,2,25,50,0,2,6,25.0,True,True,False,False,False,False
136,2023-03-20,CUST136,44,2,300,600,0,3,0,300.0,True,False,True,False,True,False
137,2023-11-18,CUST137,46,2,500,1000,1,11,5,500.0,True,False,False,False,True,False
138,2023-03-23,CUST138,49,4,50,200,0,3,3,50.0,True,True,False,False,True,False
139,2023-12-15,CUST139,36,4,500,2000,1,12,4,500.0,True,False,False,True,False,False
140,2023-08-05,CUST140,38,1,30,30,0,8,5,30.0,True,False,True,True,False,False
141,2023-11-02,CUST141,22,1,50,50,0,11,3,50.0,False,False,True,False,False,False
142,2023-02-02,CUST142,35,4,300,1200,1,2,3,300.0,True,False,True,True,False,False
143,2023-07-17,CUST143,45,1,50,50,0,7,0,50.0,False,True,False,False,True,False
144,2023-07-15,CUST144,59,3,500,1500,1,7,5,500.0,False,False,False,False,True,False
145,2023-11-02,CUST145,39,3,25,75,0,11,3,25.0,False,True,False,True,False,False
146,2023-08-28,CUST146,38,4,50,200,0,8,0,50.0,True,True,False,True,False,False
147,2023-09-28,CUST147,23,1,300,300,0,9,3,300.0,True,False,True,False,False,False
148,2023-05-09,CUST148,18,2,30,60,0,5,1,30.0,True,True,False,False,False,False
149,2023-10-11,CUST149,22,3,25,75,0,10,2,25.0,True,True,False,False,False,False
150,2023-01-06,CUST150,58,4,30,120,0,1,4,30.0,False,False,True,False,True,False
151,2023-12-15,CUST151,29,1,50,50,0,12,4,50.0,True,True,False,True,False,False
152,2023-02-28,CUST152,43,4,500,2000,1,2,1,500.0,True,False,True,False,True,False
153,2023-12-16,CUST153,63,2,500,1000,1,12,5,500.0,True,False,True,False,False,True
154,2023-10-02,CUST154,51,3,300,900,1,10,0,300.0,True,False,True,False,True,False
155,2023-05-17,CUST155,31,4,500,2000,1,5,2,500.0,True,False,True,True,False,False
156,2023-11-25,CUST156,43,4,25,100,0,11,5,25.0,False,True,False,False,True,False
157,2023-06-24,CUST157,62,4,500,2000,1,6,5,500.0,True,False,True,False,False,True
158,2023-02-27,CUST158,44,2,300,600,0,2,0,300.0,False,False,True,False,True,False
159,2023-05-31,CUST159,26,4,50,200,0,5,2,50.0,True,True,False,True,False,False
160,2023-08-11,CUST160,43,2,50,100,0,8,4,50.0,False,True,False,False,True,False
161,2023-03-22,CUST161,64,2,500,1000,1,3,2,500.0,True,False,False,False,False,True
162,2023-08-21,CUST162,39,2,30,60,0,8,0,30.0,True,True,False,True,False,False
163,2023-01-02,CUST163,64,3,50,150,0,1,0,50.0,False,True,False,False,False,True
164,2023-05-15,CUST164,47,3,500,1500,1,5,0,500.0,False,False,False,False,True,False
165,2023-09-14,CUST165,60,4,300,1200,1,9,3,300.0,False,True,False,False,False,True
166,2023-04-02,CUST166,34,4,500,2000,1,4,6,500.0,True,True,False,True,False,False
167,2023-09-17,CUST167,43,3,50,150,0,9,6,50.0,False,True,False,False,True,False
168,2023-02-24,CUST168,53,1,300,300,0,2,4,300.0,True,True,False,False,True,False
169,2023-11-17,CUST169,18,3,500,1500,1,11,4,500.0,True,False,False,False,False,False
170,2023-06-02,CUST170,25,2,25,50,0,6,4,25.0,False,True,False,True,False,False
171,2023-11-24,CUST171,52,3,300,900,1,11,4,300.0,False,True,False,False,True,False
172,2023-09-17,CUST172,32,2,25,50,0,9,6,25.0,True,False,False,True,False,False
173,2023-11-08,CUST173,64,4,30,120,0,11,2,30.0,True,False,True,False,False,True
174,2023-04-12,CUST174,39,1,300,300,0,4,2,300.0,False,False,False,True,False,False
175,2023-03-20,CUST175,31,4,25,100,0,3,0,25.0,False,False,True,True,False,False
176,2023-07-11,CUST176,43,2,50,100,0,7,1,50.0,False,False,False,False,True,False
177,2023-03-24,CUST177,45,2,50,100,0,3,4,50.0,True,False,False,False,True,False
178,2023-10-04,CUST178,40,2,30,60,0,10,2,30.0,True,True,False,False,True,False
179,2023-09-29,CUST179,31,1,300,300,0,9,4,300.0,True,False,True,True,False,False
180,2023-01-01,CUST180,41,3,300,900,1,1,6,300.0,True,True,False,False,True,False
181,2023-11-03,CUST181,19,4,300,1200,1,11,4,300.0,True,False,True,False,False,False
182,2023-06-15,CUST182,62,4,30,120,0,6,3,30.0,True,False,False,False,False,True
183,2023-09-08,CUST183,43,3,300,900,1,9,4,300.0,False,False,False,False,True,False
184,2023-01-10,CUST184,31,4,50,200,0,1,1,50.0,True,False,True,True,False,False
185,2023-02-27,CUST185,24,1,25,25,0,2,0,25.0,True,True,False,False,False,False
186,2023-07-05,CUST186,20,4,50,200,0,7,2,50.0,True,True,False,False,False,False
187,2023-06-07,CUST187,64,2,50,100,0,6,2,50.0,False,True,False,False,False,True
188,2023-05-03,CUST188,40,3,25,75,0,5,2,25.0,True,True,False,False,True,False
189,2023-01-30,CUST189,63,1,50,50,0,1,0,50.0,True,False,False,False,False,True
190,2023-05-04,CUST190,60,3,30,90,0,5,3,30.0,False,False,False,False,False,True
191,2023-10-18,CUST191,64,1,25,25,0,10,2,25.0,True,False,False,False,False,True
192,2023-02-10,CUST192,62,2,50,100,0,2,4,50.0,True,False,False,False,False,True
193,2023-02-13,CUST193,35,3,500,1500,1,2,0,500.0,True,False,False,True,False,False
194,2023-09-06,CUST194,55,4,50,200,0,9,2,50.0,True,True,False,False,True,False
195,2023-02-05,CUST195,52,1,30,30,0,2,6,30.0,True,True,False,False,True,False
196,2023-09-30,CUST196,32,3,300,900,1,9,5,300.0,False,True,False,True,False,False
197,2023-03-06,CUST197,42,4,50,200,0,3,0,50.0,False,True,False,False,True,False
198,2023-03-07,CUST198,54,3,300,900,1,3,1,300.0,False,False,False,False,True,False
199,2023-12-04,CUST199,45,3,500,1500,1,12,0,500.0,True,False,False,False,True,False
200,2023-09-01,CUST200,27,3,50,150,0,9,4,50.0,True,False,False,True,False,False
201,2023-10-09,CUST201,56,1,25,25,0,10,0,25.0,True,False,True,False,True,False
202,2023-03-26,CUST202,34,4,300,1200,1,3,6,300.0,False,True,False,True,False,False
203,2023-05-16,CUST203,56,2,500,1000,1,5,1,500.0,True,True,False,False,True,False
204,2023-09-28,CUST204,39,1,25,25,0,9,3,25.0,True,False,False,True,False,False
205,2023-11-07,CUST205,43,1,25,25,0,11,1,25.0,False,True,False,False,True,False
206,2023-08-05,CUST206,61,1,25,25,0,8,5,25.0,True,True,False,False,False,True
207,2023-04-19,CUST207,42,2,25,50,0,4,2,25.0,False,False,False,False,True,False
208,2023-10-04,CUST208,34,4,50,200,0,10,2,50.0,False,False,True,True,False,False
209,2023-12-20,CUST209,30,4,50,200,0,12,2,50.0,False,False,True,True,False,False
210,2023-04-13,CUST210,37,4,50,200,0,4,3,50.0,True,False,True,True,False,False
211,2024-01-01,CUST211,42,3,500,1500,1,1,0,500.0,True,False,False,False,True,False
212,2023-06-09,CUST212,21,3,500,1500,1,6,4,500.0,True,True,False,False,False,False
213,2023-07-24,CUST213,27,3,500,1500,1,7,0,500.0,True,False,False,True,False,False
214,2023-12-10,CUST214,20,2,30,60,0,12,6,30.0,True,False,False,False,False,False
215,2023-11-29,CUST215,58,3,500,1500,1,11,2,500.0,True,True,False,False,True,False
216,2023-07-11,CUST216,62,2,50,100,0,7,1,50.0,True,False,True,False,False,True
217,2023-08-13,CUST217,35,4,50,200,0,8,6,50.0,False,False,True,True,False,False
218,2023-09-22,CUST218,64,3,30,90,0,9,4,30.0,True,False,False,False,False,True
219,2023-08-20,CUST219,53,3,30,90,0,8,6,30.0,False,False,True,False,True,False
220,2023-03-03,CUST220,64,1,500,500,0,3,4,500.0,True,False,False,False,False,True
221,2023-05-07,CUST221,39,2,300,600,0,5,6,300.0,True,False,False,True,False,False
222,2023-04-26,CUST222,51,4,30,120,0,4,2,30.0,True,True,False,False,True,False
223,2023-02-02,CUST223,64,1,25,25,0,2,3,25.0,False,True,False,False,False,True
224,2023-06-23,CUST224,25,1,50,50,0,6,4,50.0,False,True,False,True,False,False
225,2023-01-11,CUST225,57,4,25,100,0,1,2,25.0,False,False,False,False,True,False
226,2023-10-29,CUST226,61,1,50,50,0,10,6,50.0,False,True,False,False,False,True
227,2023-10-11,CUST227,36,2,50,100,0,10,2,50.0,True,False,True,True,False,False
228,2023-04-28,CUST228,59,2,30,60,0,4,4,30.0,False,False,True,False,True,False
229,2023-10-29,CUST229,58,3,30,90,0,10,6,30.0,True,False,False,False,True,False
230,2023-04-23,CUST230,54,1,25,25,0,4,6,25.0,True,False,False,False,True,False
231,2023-01-04,CUST231,23,3,50,150,0,1,2,50.0,False,True,False,False,False,False
232,2023-02-06,CUST232,43,1,25,25,0,2,0,25.0,False,False,False,False,True,False
233,2023-12-29,CUST233,51,2,300,600,0,12,4,300.0,False,False,False,False,True,False
234,2023-11-20,CUST234,62,2,25,50,0,11,0,25.0,False,False,True,False,False,True
235,2023-01-31,CUST235,23,2,500,1000,1,1,1,500.0,False,False,True,False,False,False
236,2023-04-28,CUST236,54,1,25,25,0,4,4,25.0,False,True,False,False,True,False
237,2023-02-04,CUST237,50,2,500,1000,1,2,5,500.0,False,False,False,False,True,False
238,2023-01-17,CUST238,39,1,500,500,0,1,1,500.0,False,False,False,True,False,False
239,2023-06-19,CUST239,38,3,500,1500,1,6,0,500.0,True,False,True,True,False,False
240,2023-02-06,CUST240,23,1,300,300,0,2,0,300.0,False,False,False,False,False,False
241,2023-09-21,CUST241,23,3,25,75,0,9,3,25.0,False,False,True,False,False,False
242,2023-05-02,CUST242,21,1,25,25,0,5,1,25.0,True,True,False,False,False,False
243,2023-05-23,CUST243,47,3,300,900,1,5,1,300.0,False,False,True,False,True,False
244,2023-12-09,CUST244,28,2,50,100,0,12,5,50.0,True,False,False,True,False,False
245,2023-09-06,CUST245,47,3,30,90,0,9,2,30.0,True,True,False,False,True,False
246,2023-04-20,CUST246,48,2,25,50,0,4,3,25.0,False,False,True,False,True,False
247,2023-10-04,CUST247,41,2,30,60,0,10,2,30.0,True,False,True,False,True,False
248,2023-03-09,CUST248,26,3,300,900,1,3,3,300.0,True,True,False,True,False,False
